interaction_id,contact_id,company_id,interaction_date,interaction_type,outcome,notes
1482,299,5,2024-07-18 02:35:38.917607,Demo,Negative,Feel song company region agent north consider.
1483,299,5,2024-11-02 02:35:38.917607,Support,No Response,Teacher put land region other many daughter.
1484,299,5,2024-11-26 02:35:38.917607,Support,Neutral,Accept current provide the customer I state.
1485,301,42,2025-03-27 02:35:38.917607,Support,Neutral,Two stuff threat join chance good.
1486,301,42,2025-02-22 02:35:38.917607,Demo,Neutral,Modern store record little.
1487,301,42,2025-03-16 02:35:38.917607,Demo,Negative,Arm entire increase.
1488,301,42,2025-03-10 02:35:38.917607,Support,No Response,Financial form operation sense.
1489,301,42,2025-02-19 02:35:38.917607,Email,Neutral,Anything open project buy.
1490,301,42,2024-12-30 02:35:38.917607,Demo,Neutral,Also see enjoy door should.
1491,301,42,2024-11-28 02:35:38.917607,Call,Negative,Attack resource serious teach piece especially able.
1492,301,42,2025-01-17 02:35:38.917607,Demo,Negative,Property remain first common eight.
1493,301,42,2024-10-14 02:35:38.917607,Call,No Response,Maybe space father store start upon house paper.
1494,301,42,2024-12-05 02:35:38.917607,Meeting,Neutral,Police possible cup opportunity rate sport him.
1495,302,95,2025-01-23 02:35:38.917607,Support,Neutral,Seek bill traditional western chance machine weight.
1496,302,95,2024-11-12 02:35:38.917607,Call,Positive,Look entire do company focus consumer say.
1497,302,95,2024-09-08 02:35:38.917607,Call,Positive,Prove organization old treatment yet land address.
1498,302,95,2024-10-02 02:35:38.917607,Meeting,No Response,Close issue write produce ago.
1499,303,69,2025-01-07 02:35:38.917607,Demo,No Response,Anything leave tough such black improve subject.
1500,303,69,2025-01-29 02:35:38.917607,Email,Neutral,Piece produce else.
1501,303,69,2024-09-26 02:35:38.917607,Meeting,Neutral,Want son dog range seem number other.
1502,303,69,2024-08-24 02:35:38.917607,Meeting,Negative,Large chair born wish while room Mr personal.
1503,303,69,2025-02-01 02:35:38.917607,Support,Neutral,Until meet spring surface wife.
1504,303,69,2025-01-28 02:35:38.917607,Email,No Response,Thus fight catch serious later they.
1505,303,69,2025-03-05 02:35:38.917607,Email,Positive,Miss scene do work win health.
1506,304,3,2025-02-10 02:35:38.917607,Support,Negative,Much article agent.
1507,305,40,2025-03-27 02:35:38.917607,Meeting,Positive,Another listen list behavior successful success herself.
1508,306,61,2024-01-24 02:35:38.917607,Call,Positive,Federal idea share property.
1509,306,61,2025-01-27 02:35:38.917607,Email,Negative,Memory matter stage establish.
1510,306,61,2025-01-23 02:35:38.917607,Email,Neutral,Outside interest tough character.
1511,306,61,2024-01-06 02:35:38.917607,Meeting,Negative,Official yourself us local play environment.
1512,306,61,2024-10-06 02:35:38.917607,Call,No Response,Great require else so so interest great analysis.
1513,306,61,2024-04-13 02:35:38.917607,Call,Positive,Politics computer exist throw real next four.
1514,307,30,2024-11-07 02:35:38.917607,Meeting,No Response,Government single least something source prove.
1515,307,30,2024-11-20 02:35:38.917607,Meeting,Positive,Consider policy those unit reduce executive.
1516,308,81,2025-02-18 02:35:38.917607,Meeting,Positive,Heavy national result very investment enter memory charge.
1517,308,81,2024-12-25 02:35:38.917607,Support,No Response,Activity night bill central wonder green.
1518,308,81,2025-02-03 02:35:38.917607,Call,Negative,Stay image my by maybe.
1519,308,81,2024-11-11 02:35:38.917607,Meeting,No Response,Whether single entire hundred recent direction American.
1520,308,81,2025-04-06 02:35:38.917607,Meeting,Negative,Case else look wrong send knowledge.
1521,308,81,2024-10-10 02:35:38.917607,Support,Positive,Attention against strategy become available your both.
1522,308,81,2025-04-12 02:35:38.917607,Email,Neutral,Group sense outside spring your.
1523,309,19,2024-11-16 02:35:38.917607,Demo,Negative,Resource blue degree rest thus.
1524,309,19,2024-12-08 02:35:38.917607,Meeting,Positive,Cost eat truth fly memory hundred.
1525,309,19,2024-11-11 02:35:38.917607,Call,No Response,Travel growth what.
1526,309,19,2024-10-05 02:35:38.917607,Email,No Response,Many energy pattern investment practice.
1527,310,25,2025-03-14 02:35:38.917607,Email,Neutral,Recent event skin indicate suddenly.
1528,310,25,2025-03-14 02:35:38.917607,Call,Neutral,Sense machine treatment section significant camera else.
1529,310,25,2025-03-17 02:35:38.917607,Meeting,No Response,Of national among must traditional able husband.
1530,310,25,2025-03-22 02:35:38.917607,Email,Negative,Certainly even kitchen including summer bit difficult.
1531,311,89,2025-01-13 02:35:38.917607,Demo,No Response,Performance try phone water national pattern.
1532,312,95,2025-02-27 02:35:38.917607,Email,Neutral,Pay trip recognize ok recent near find.
1533,312,95,2024-12-06 02:35:38.917607,Support,Positive,High fine throughout bed future end finish.
1534,312,95,2025-01-22 02:35:38.917607,Demo,Negative,Book party reveal.
1535,312,95,2025-03-15 02:35:38.917607,Email,Positive,Around reach local guess.
1536,312,95,2024-10-28 02:35:38.917607,Demo,Neutral,Threat and box listen institution rock.
1537,314,41,2024-10-29 02:35:38.917607,Meeting,Negative,Strategy Mrs side space debate.
1538,314,41,2024-08-30 02:35:38.917607,Email,Neutral,Eat wish positive beyond often foreign.
1539,314,41,2024-11-23 02:35:38.917607,Support,Neutral,Argue magazine any order prepare feeling career morning.
1540,314,41,2025-02-14 02:35:38.917607,Meeting,No Response,Economic another turn your radio ever total technology.
1541,314,41,2025-03-20 02:35:38.917607,Call,Negative,Itself marriage anyone smile energy add so financial.
1542,314,41,2024-10-15 02:35:38.917607,Support,Negative,Tend majority kitchen Mr ahead late.
1543,315,70,2024-07-23 02:35:38.917607,Email,No Response,Should who court media part.
1544,315,70,2024-10-18 02:35:38.917607,Call,No Response,Capital tax hard sometimes then situation.
1545,315,70,2024-10-23 02:35:38.917607,Support,Neutral,Side from eye board.
1546,315,70,2024-04-23 02:35:38.917607,Email,Neutral,Free part director approach reason push civil cost.
1547,316,83,2025-02-12 02:35:38.917607,Call,Negative,Charge Congress seven later.
1548,317,32,2024-06-29 02:35:38.917607,Demo,No Response,Really listen husband shake party hope billion.
1549,317,32,2024-11-17 02:35:38.917607,Meeting,Neutral,Exactly work begin treat.
1550,318,91,2025-03-13 02:35:38.917607,Call,Positive,Spring economy someone police year accept toward.
1551,320,16,2024-10-17 02:35:38.917607,Demo,No Response,Address listen might how represent yard campaign.
1552,320,16,2024-05-08 02:35:38.917607,Call,Neutral,Common other walk know.
1553,320,16,2024-06-14 02:35:38.917607,Meeting,Negative,Us event care.
1554,320,16,2025-03-26 02:35:38.917607,Demo,No Response,Society table police interesting challenge book.
1555,320,16,2024-05-14 02:35:38.917607,Demo,Neutral,Apply more director service.
1556,320,16,2025-01-10 02:35:38.917607,Call,Negative,Garden involve recent role term mother leave.
1557,320,16,2025-03-16 02:35:38.917607,Call,No Response,Wind player happy enter method finally.
1558,320,16,2024-06-09 02:35:38.917607,Demo,Neutral,Public reason discussion food.
1559,322,45,2024-10-21 02:35:38.917607,Call,No Response,Gun sell wear another put.
1560,322,45,2024-10-17 02:35:38.917607,Meeting,No Response,Effort present expect level science thank.
1561,322,45,2024-09-05 02:35:38.917607,Email,No Response,Born war child require.
1562,322,45,2024-09-18 02:35:38.917607,Meeting,No Response,Experience Mr she room man vote safe.
1563,323,26,2025-02-18 02:35:38.917607,Demo,No Response,Late top huge deal.
1564,323,26,2025-02-21 02:35:38.917607,Email,Positive,Population question coach college court.
1565,323,26,2025-03-12 02:35:38.917607,Email,Positive,Much rate standard today government actually myself.
1566,323,26,2025-02-26 02:35:38.917607,Call,No Response,Parent hit east among.
1567,323,26,2025-02-27 02:35:38.917607,Support,Positive,Resource create hit yes without foot.
1568,323,26,2025-02-05 02:35:38.917607,Meeting,No Response,Me certain person director summer thing activity.
1569,323,26,2025-02-24 02:35:38.917607,Demo,Negative,Method resource how listen.
1570,323,26,2025-02-13 02:35:38.917607,Support,Positive,Method attack interesting writer everything.
1571,323,26,2025-03-14 02:35:38.917607,Call,Negative,True western energy into stay.
1572,323,26,2025-02-15 02:35:38.917607,Support,No Response,Standard these read little people.
1573,324,18,2025-03-16 02:35:38.917607,Call,Positive,Relate need administration rather sense song prove.
1574,324,18,2025-03-07 02:35:38.917607,Support,No Response,Poor but Mr whether mention.
1575,324,18,2025-02-24 02:35:38.917607,Meeting,Positive,Them save sound nothing international.
1576,324,18,2025-03-07 02:35:38.917607,Email,Neutral,Month simply those share out fill world loss.
1577,324,18,2025-03-18 02:35:38.917607,Meeting,Negative,Study bit style race.
1578,325,7,2025-03-03 02:35:38.917607,Meeting,Negative,Heavy already become rock our.
1579,325,7,2025-04-02 02:35:38.917607,Meeting,No Response,Report company car data news difficult.
1580,325,7,2025-02-16 02:35:38.917607,Meeting,No Response,Clear dog nothing billion wish world process.
1581,325,7,2025-02-14 02:35:38.917607,Support,No Response,Air turn church thing decide common term.
1582,325,7,2025-02-01 02:35:38.917607,Call,Neutral,Republican news deep.
1583,325,7,2025-02-01 02:35:38.917607,Call,Neutral,Building staff address discover.
1584,327,88,2024-06-24 02:35:38.917607,Call,No Response,Administration reality history.
1585,327,88,2024-12-21 02:35:38.917607,Email,No Response,Here and ahead subject others test.
1586,327,88,2023-11-12 02:35:38.917607,Demo,Negative,Resource business natural stand country himself behavior.
1587,327,88,2025-02-09 02:35:38.917607,Demo,No Response,True dog need up.
1588,327,88,2024-01-25 02:35:38.917607,Call,Positive,Political be member another lot.
1589,327,88,2024-09-23 02:35:38.917607,Email,Neutral,Situation short nearly catch fire impact.
1590,327,88,2024-07-18 02:35:38.917607,Call,Neutral,First put best about safe yes lead seem.
1591,328,53,2024-10-25 02:35:38.917607,Support,Neutral,About stage everything forget.
1592,328,53,2025-01-13 02:35:38.917607,Email,Neutral,Here street former total animal item to hope.
1593,328,53,2024-12-01 02:35:38.917607,Email,Neutral,Begin actually positive trouble federal.
1594,328,53,2024-12-22 02:35:38.917607,Email,Negative,Remember region through wall.
1595,328,53,2024-08-23 02:35:38.917607,Meeting,Positive,Ability language food human stand.
1596,328,53,2024-11-25 02:35:38.917607,Meeting,Positive,Especially peace among past happen no crime information.
1597,328,53,2024-11-07 02:35:38.917607,Call,Positive,Family cell move nothing perform.
1598,328,53,2024-09-06 02:35:38.917607,Demo,No Response,Home learn address doctor.
1599,329,84,2025-03-27 02:35:38.917607,Meeting,Positive,Newspaper mind play brother more radio.
1600,329,84,2025-03-17 02:35:38.917607,Email,No Response,Sit authority air sort investment guy such.
1601,329,84,2025-03-17 02:35:38.917607,Support,Neutral,Lawyer help really door against beautiful it.
1602,329,84,2025-03-13 02:35:38.917607,Email,Negative,Lawyer white miss next their herself.
1603,329,84,2025-03-17 02:35:38.917607,Email,Positive,Within network accept want today.
1604,329,84,2025-03-24 02:35:38.917607,Support,No Response,Various wait six guess member will.
1605,329,84,2025-03-09 02:35:38.917607,Demo,Negative,Leave lead relationship provide.
1606,330,83,2025-01-02 02:35:38.917607,Demo,Positive,Major his continue avoid.
1607,330,83,2024-11-07 02:35:38.917607,Call,Neutral,Pull strong necessary exactly part or vote.
1608,331,69,2025-04-10 02:35:38.917607,Meeting,Neutral,Entire class owner local mention avoid.
1609,331,69,2025-04-01 02:35:38.917607,Meeting,No Response,Specific think tree.
1610,331,69,2025-04-11 02:35:38.917607,Meeting,Neutral,Return hand trouble black network.
1611,331,69,2025-04-09 02:35:38.917607,Email,Negative,Health street animal itself media.
1612,331,69,2025-04-14 02:35:38.917607,Call,No Response,Suddenly center suddenly.
1613,331,69,2025-04-12 02:35:38.917607,Demo,No Response,Market a off visit anyone place.
1614,332,54,2025-04-11 02:35:38.917607,Email,No Response,Understand together improve week least.
1615,332,54,2025-04-10 02:35:38.917607,Support,Neutral,Still everything ten yeah me.
1616,332,54,2025-04-11 02:35:38.917607,Demo,Positive,Particularly thought those evidence around magazine present.
1617,332,54,2025-04-08 02:35:38.917607,Support,Negative,Consumer read response drive carry information hope.
1618,333,64,2025-01-16 02:35:38.917607,Call,No Response,Under some health loss arrive goal none.
1619,333,64,2025-04-03 02:35:38.917607,Support,Positive,Before off window particular.
1620,333,64,2025-02-02 02:35:38.917607,Demo,No Response,Though body staff beat control ball they.
1621,333,64,2024-12-10 02:35:38.917607,Demo,Negative,Dinner stage soldier apply notice current.
1622,333,64,2024-12-28 02:35:38.917607,Call,Negative,Left special order.
1623,333,64,2025-01-22 02:35:38.917607,Support,No Response,Above low town.
1624,333,64,2025-02-03 02:35:38.917607,Support,Positive,Theory off fine represent.
1625,334,2,2024-06-17 02:35:38.917607,Email,Positive,Dinner position something miss including.
1626,334,2,2025-01-25 02:35:38.917607,Demo,No Response,Of tend include capital either what she.
1627,334,2,2024-06-26 02:35:38.917607,Demo,Negative,Student because person return understand within.
1628,334,2,2024-11-06 02:35:38.917607,Meeting,Positive,Source specific bar top rise.
1629,334,2,2025-01-21 02:35:38.917607,Email,Positive,Along forward child simple.
1630,334,2,2024-12-31 02:35:38.917607,Call,Neutral,Idea range attention throughout degree think so growth.
1631,334,2,2024-11-26 02:35:38.917607,Email,Positive,Model thing drop the character.
1632,334,2,2024-12-08 02:35:38.917607,Meeting,Negative,Art television without itself seat language open.
1633,335,59,2024-12-03 02:35:38.917607,Demo,No Response,Wrong you through us me.
1634,335,59,2024-10-13 02:35:38.917607,Meeting,Negative,Field computer son him wonder traditional why.
1635,335,59,2025-04-06 02:35:38.917607,Call,Neutral,Image case answer free knowledge.
1636,335,59,2024-03-02 02:35:38.917607,Email,Negative,Until relate hour large friend bag.
1637,335,59,2025-02-17 02:35:38.917607,Email,No Response,City north role act alone view.
1638,335,59,2024-08-28 02:35:38.917607,Email,Positive,Blue management record room program outside.
1639,335,59,2024-06-18 02:35:38.917607,Email,Positive,Between bar beyond single walk.
1640,335,59,2024-02-24 02:35:38.917607,Demo,No Response,Over rather central south.
1641,335,59,2024-11-17 02:35:38.917607,Demo,No Response,Radio approach reflect collection agency response.
1642,336,65,2025-03-30 02:35:38.917607,Support,Negative,Try fire turn environmental wait radio.
